Rank,track_name,artist_name,album_name,artist_genres,track_popularity,artist_popularity,mood_danceability,mood_valence,mood_energy,mood_tempo,prop_loudness,prop_speechiness,prop_instrumentalness,context_liveness,context_acousticness
30,We R Who We R,Kesha,Cannibal (Expanded Edition),"['dance pop', 'electropop', 'pop', 'post-teen pop']",71,82,0.736,0.653,0.817,119.95,-4.9,0.0407,0.00167,0.117,0.00987
31,Set Fire to the Rain,Adele,21,"['british soul', 'pop', 'pop soul', 'uk pop']",2,90,0.603,0.445,0.67,107.995,-3.882,0.0249,1.66e-06,0.112,0.00408
32,Paradise,Coldplay,Mylo Xyloto,"['permanent wave', 'pop']",82,92,0.449,0.212,0.585,139.631,-6.761,0.0268,8.75e-05,0.0833,0.0509
33,E.T.,Katy Perry,Teenage Dream: The Complete Confection,"['dance pop', 'pop', 'post-teen pop']",65,88,0.62,0.76,0.869,151.684,-5.252,0.175,0.0,0.369,0.0181
34,Love On Top,Beyonc??,4,"['dance pop', 'pop', 'r&b']",49,87,0.652,0.651,0.749,94.103,-5.248,0.0886,0.0,0.604,0.0848
35,Rocketeer,Far East Movement,Free Wired,"['asian american hip hop', 'dance pop', 'pop rap']",61,70,0.664,0.357,0.845,96.005,-6.115,0.0461,0.0,0.267,0.181
36,Tonight Tonight,Hot Chelle Rae,Whatever,"['dance pop', 'dance rock', 'neon pop punk', 'pop', 'pop punk', 'pop rap', 'pop rock', 'post-teen pop', 'viral pop']",73,65,0.686,0.814,0.783,99.978,-4.977,0.119,0.0,0.163,0.0764
37,Yeah 3x,Chris Brown,F.A.M.E. (Expanded Edition),"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']",68,90,0.705,0.7,0.882,130.0,-3.201,0.0445,1.16e-06,0.0934,0.000369
38,F**kin' Perfect,P!nk,Greatest Hits...So Far!!!,"['dance pop', 'pop']",60,84,0.563,0.45,0.671,91.964,-4.788,0.0373,0.0,0.36,0.0422
39,The Edge Of Glory,Lady Gaga,Born This Way (International Special Edition Version),"['art pop', 'dance pop', 'pop']",66,88,0.583,0.357,0.768,127.952,-6.477,0.041,0.0162,0.109,0.000323
40,The Lazy Song,Bruno Mars,Doo-Wops & Hooligans,"['dance pop', 'pop']",75,92,0.794,0.955,0.711,174.915,-5.124,0.0699,0.0,0.0955,0.3
41,Don't Hold Your Breath,Nicole Scherzinger,Killer Love,"['dance pop', 'electropop', 'pop', 'post-teen pop']",62,67,0.66,0.674,0.797,110.955,-6.096,0.0262,0.000108,0.187,0.00646
42,More - RedOne Jimmy Joker Remix,Usher,More,"['atl hip hop', 'contemporary r&b', 'dance pop', 'pop', 'r&b', 'south carolina hip hop', 'urban contemporary']",66,83,0.551,0.794,0.893,125.083,-2.628,0.0543,0.0,0.348,0.00166
43,Blow,Kesha,Cannibal (Expanded Edition),"['dance pop', 'electropop', 'pop', 'post-teen pop']",69,82,0.753,0.812,0.729,120.013,-3.862,0.0392,5.66e-05,0.073,0.00334
44,Good Life,OneRepublic,Waking Up,"['dance pop', 'piano rock', 'pop', 'pop rock']",72,86,0.634,0.645,0.69,94.988,-7.804,0.052,0.0,0.132,0.0771
45,Someone Like You,Adele,21,"['british soul', 'pop', 'pop soul', 'uk pop']",4,90,0.554,0.288,0.321,135.047,-8.251,0.028,0.0,0.0996,0.893
46,Lighters,Bad Meets Evil,Hell: The Sequel (Deluxe),"['detroit hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']",68,65,0.676,0.144,0.695,90.268,-8.327,0.245,0.0,0.119,0.352
47,Lego House,Ed Sheeran,+,"['pop', 'uk pop']",71,96,0.592,0.565,0.637,159.701,-8.48,0.0992,0.0,0.13,0.562
48,I Wanna Go,Britney Spears,Femme Fatale (Deluxe Version),"['dance pop', 'pop', 'post-teen pop']",66,84,0.696,0.787,0.546,130.002,-6.55,0.0414,3.8e-06,0.332,0.00379
49,A Thousand Years,Christina Perri,The Twilight Saga: Breaking Dawn - Part 1 (Original Motion Picture Soundtrack),"['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'viral pop']",70,75,0.421,0.161,0.407,139.028,-7.445,0.0267,0.000961,0.11,0.309
50,All Of The Lights,Kanye West,My Beautiful Dark Twisted Fantasy,"['chicago rap', 'rap']",75,96,0.531,0.221,0.803,142.113,-3.284,0.0717,1.71e-05,0.176,0.0796
51,Higher,Taio Cruz,Rokstarr (Special Edition),"['dance pop', 'pop', 'pop rap']",61,74,0.672,0.746,0.907,128.027,-5.069,0.0721,3.4e-05,0.156,0.0048
52,Pretty Girl Rock,Keri Hilson,No Boys Allowed,"['dance pop', 'hip pop', 'pop', 'pop r&b', 'post-teen pop', 'r&b', 'urban contemporary']",67,72,0.666,0.9,0.87,160.014,-5.004,0.246,0.0,0.0851,0.203
53,Till the World Ends,Britney Spears,Femme Fatale (Deluxe Version),"['dance pop', 'pop', 'post-teen pop']",65,84,0.693,0.45,0.705,131.951,-5.747,0.0665,0.0,0.202,0.0228
54,If I Die Young,The Band Perry,The Band Perry,"['contemporary country', 'country', 'country dawn', 'country road', 'modern country rock']",64,63,0.606,0.362,0.497,130.739,-6.611,0.0277,0.0,0.275,0.348
55,Tonight (I'm Fuckin' You),Enrique Iglesias,Euphoria,"['dance pop', 'latin', 'latin pop', 'mexican pop', 'pop']",62,81,0.648,0.321,0.89,125.953,-3.982,0.0523,3.58e-06,0.116,0.0294
56,Hey Baby (Drop It to the Floor) (feat. T-Pain),Pitbull,Planet Pit (Deluxe Version),"['dance pop', 'latin', 'miami hip hop', 'pop', 'pop rap']",71,87,0.595,0.762,0.912,128.024,-3.428,0.0884,0.0,0.259,0.0434
57,Tongue Tied,Grouplove,Never Trust a Happy Song,"['indie pop', 'indie rock', 'indietronica', 'la indie', 'modern alternative rock', 'modern rock', 'pop rock', 'rock', 'stomp and holler']",79,70,0.56,0.371,0.936,112.96,-5.835,0.0439,0.0,0.161,0.00847
58,Don't Wanna Go Home,Jason Derulo,Future History (Deluxe Edition),"['dance pop', 'pop', 'pop rap', 'post-teen pop']",62,85,0.671,0.637,0.808,121.956,-4.861,0.0652,0.0,0.134,0.02
59,Heart Skips a Beat (feat. Rizzle Kicks),Olly Murs,In Case You Didn't Know,"['dance pop', 'neo mellow', 'pop', 'pop dance', 'pop rock', 'post-teen pop', 'talent show', 'tropical house', 'uk pop']",60,71,0.843,0.876,0.881,110.621,-3.951,0.0581,0.0,0.0765,0.14
60,Sure Thing,Miguel,All I Want Is You,"['dance pop', 'hip hop', 'pop', 'r&b', 'urban contemporary']",77,82,0.684,0.498,0.607,81.001,-8.127,0.1,0.000307,0.191,0.0267
61,The A Team,Ed Sheeran,+,"['pop', 'uk pop']",74,96,0.642,0.407,0.289,84.996,-9.918,0.0367,0.0,0.18,0.669
62,Do It Like A Dude,Jessie J,Who You Are (Platinum Edition),"['dance pop', 'pop', 'pop rap', 'post-teen pop']",57,76,0.663,0.375,0.843,140.036,-3.672,0.049,0.0,0.364,0.0491
63,Sexy And I Know It,LMFAO,Sorry For Party Rocking,"['dance pop', 'pop rap']",67,72,0.707,0.795,0.861,130.021,-4.225,0.316,0.0,0.191,0.1
64,No Hands (feat. Roscoe Dash & Wale),Waka Flocka Flame,Flockaveli,"['atl hip hop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",75,71,0.76,0.361,0.595,131.497,-6.366,0.0391,0.0,0.241,0.00544
65,Jar of Hearts,Christina Perri,lovestrong.,"['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'viral pop']",71,75,0.349,0.0886,0.348,74.541,-6.142,0.0316,0.0,0.12,0.726
66,The Show Goes On,Lupe Fiasco,Lasers,"['chicago rap', 'conscious hip hop', 'gangster rap', 'hip hop', 'political hip hop', 'pop rap', 'rap', 'southern hip hop']",70,71,0.591,0.65,0.889,143.067,-3.839,0.115,0.0,0.155,0.0189
67,Save The World,Swedish House Mafia,Save The World,"['edm', 'electro house', 'pop', 'pop dance', 'progressive electro house']",65,81,0.507,0.4,0.665,126.879,-7.598,0.0474,0.0,0.0759,0.0144
68,Earthquake (feat. Tinie Tempah),Labrinth,Electronic Earth (Expanded Edition),"['indie poptimism', 'pop']",61,88,0.54,0.258,0.856,153.071,-3.966,0.1,0.0,0.276,0.109
69,Pumped Up Kicks,Foster The People,Torches,"['indietronica', 'modern rock', 'pop rock', 'rock']",82,76,0.733,0.965,0.71,127.975,-5.849,0.0292,0.115,0.0956,0.145
70,Coming Home,Diddy - Dirty Money,Last Train To Paris,"['hip pop', 'pop rap', 'urban contemporary']",69,59,0.392,0.232,0.839,168.001,-1.921,0.193,0.0,0.3,0.158
71,Beautiful People,Chris Brown,2010s Hits,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']",53,90,0.415,0.536,0.775,127.898,-6.366,0.161,0.00431,0.0843,0.0658
72,Just A Kiss,Lady A,Own The Night,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road', 'neo mellow']",63,73,0.593,0.332,0.639,142.881,-5.826,0.0307,0.0,0.0998,0.446
73,How To Love,Lil Wayne,Tha Carter IV (Deluxe),"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",0,91,0.644,0.272,0.661,153.992,-6.093,0.0418,5.23e-06,0.108,0.000177
74,Bounce (feat. Kelis) - Radio Edit,Calvin Harris,18 Months,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'pop rap', 'progressive house', 'uk dance']",62,87,0.779,0.759,0.963,127.941,-2.125,0.0399,0.493,0.664,0.0334
75,Buzzin Remix,Mann,Mann's World,[],48,51,0.687,0.539,0.939,104.029,-4.372,0.146,0.0,0.283,0.0887
76,Changed the Way You Kiss Me - Radio Edit,Example,Changed the Way You Kiss Me (Remixes),"['dance pop', 'hip house', 'house', 'pop dance', 'tropical house', 'uk dance']",42,64,0.578,0.188,0.857,126.979,-3.78,0.041,0.00162,0.0948,0.00548
77,Every Teardrop Is a Waterfall,Coldplay,Mylo Xyloto,"['permanent wave', 'pop']",69,92,0.425,0.333,0.732,117.98,-6.883,0.0396,0.0103,0.171,0.00194
78,Read All About It,Professor Green,Read All About It,['grime'],38,55,0.656,0.445,0.752,100.963,-5.522,0.0434,0.0,0.223,0.336
79,Louder (feat. Sian Evans) - Radio Edit,DJ Fresh,Nextlevelism,"['dancefloor dnb', 'drum and bass', 'house', 'pop dance', 'uk dance']",55,64,0.31,0.493,0.926,139.85,-1.131,0.0464,0.00792,0.483,0.0184
80,Champion (feat. Chris Brown),Chip,F.A.M.E. (Expanded Edition),"['grime', 'instrumental grime', 'london rap', 'uk hip hop']",48,63,0.415,0.52,0.934,190.151,-2.914,0.24,0.0,0.145,0.078
81,Headlines,Drake,Take Care (Deluxe),"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",74,98,0.636,0.425,0.566,151.894,-7.16,0.106,0.000353,0.0917,0.365
82,Down On Me,Jeremih,All About You,"['chicago rap', 'dance pop', 'hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']",71,80,0.7,0.594,0.598,160.041,-7.783,0.114,0.0,0.111,0.0369
83,Down With The Trumpets,Rizzle Kicks,Stereo Typical,['uk hip hop'],59,58,0.753,0.794,0.88,115.057,-4.689,0.0806,0.0,0.24,0.087
84,I Follow Rivers - The Magician Remix,Lykke Li,I Follow Rivers (Remixes),"['art pop', 'electropop', 'pop', 'swedish electropop', 'swedish indie pop', 'swedish pop']",51,73,0.786,0.285,0.709,122.019,-5.737,0.0395,0.00118,0.0845,0.0192
85,Look At Me Now (feat. Lil' Wayne & Busta Rhymes),Chris Brown,F.A.M.E. (Expanded Edition),"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']",71,90,0.767,0.538,0.677,146.155,-6.128,0.184,5.51e-06,0.144,0.0339
86,I Won't Let You Go,James Morrison,The Awakening,"['neo mellow', 'neo soul', 'pop', 'pop rock']",64,68,0.537,0.161,0.611,105.955,-6.427,0.0304,0.0,0.146,0.229
87,Stereo Love - Radio Edit,Edward Maya,Stereo Love,"['dance pop', 'romanian house', 'romanian pop']",65,68,0.799,0.586,0.783,127.041,-3.896,0.0322,0.0186,0.0757,0.0346
88,Shake It Out,Florence + The Machine,Ceremonials (Deluxe Edition),"['baroque pop', 'pop', 'uk alternative pop']",62,80,0.527,0.221,0.804,107.486,-4.168,0.0358,0.0,0.105,0.0104
89,Black and Yellow,Wiz Khalifa,Rolling Papers,"['dance pop', 'hip hop', 'pittsburgh rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",75,88,0.684,0.538,0.834,164.02,-4.524,0.0675,0.0,0.271,0.0646
90,Sweat - Remix,Snoop Dogg,Sweat (Snoop Dogg Vs. David Guetta) [Remix],"['g funk', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'west coast rap']",68,87,0.813,0.731,0.732,130.02,-5.636,0.03,0.00137,0.0826,0.0597
91,Skinny Love,Birdy,Birdy,"['pop', 'pop rock']",70,73,0.379,0.169,0.29,166.467,-8.485,0.051,0.00106,0.118,0.952
92,Midnight City,M83,"Hurry up, We're Dreaming","['french shoegaze', 'french synthpop', 'indietronica', 'metropopolis', 'neo-synthpop']",76,73,0.507,0.272,0.729,105.013,-5.399,0.0393,1.4e-06,0.0658,0.0182
93,I Need A Doctor,Dr. Dre,I Need A Doctor,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",70,85,0.594,0.397,0.946,155.826,-4.521,0.452,0.0,0.306,0.0869
94,Wherever You Will Go,Charlene Soraia,Wherever You Will Go,['neo-singer-songwriter'],60,48,0.597,0.128,0.115,111.202,-9.217,0.0334,0.000215,0.111,0.82
95,Springsteen,Eric Church,Chief,"['contemporary country', 'country', 'country road', 'modern country rock']",71,76,0.692,0.927,0.809,104.023,-5.935,0.0255,9.77e-05,0.185,0.1
96,Motivation,Kelly Rowland,Here I Am (Deluxe Version),"['atl hip hop', 'dance pop', 'hip pop', 'pop', 'pop r&b', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']",64,71,0.744,0.266,0.672,140.889,-5.589,0.0418,0.000123,0.105,0.187
97,Roll Up,Wiz Khalifa,Rolling Papers,"['dance pop', 'hip hop', 'pittsburgh rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",62,88,0.523,0.602,0.805,125.358,-5.473,0.192,0.0,0.0914,0.0524
98,Honey Bee,Blake Shelton,Red River Blue (Deluxe Edition),"['contemporary country', 'country', 'country road', 'oklahoma country']",50,75,0.481,0.723,0.849,205.57,-5.131,0.0385,1.49e-06,0.121,0.00167
99,When We Stand Together,Nickelback,Here and Now (Audio Only Version),"['alternative metal', 'canadian rock', 'nu metal', 'post-grunge']",65,79,0.446,0.88,0.9,187.961,-3.541,0.0489,1.89e-05,0.0404,0.000102
100,Donald Trump,Mac Miller,Donald Trump - Single,"['hip hop', 'pittsburgh rap', 'rap']",61,88,0.636,0.836,0.901,162.994,-7.094,0.118,0.0,0.391,0.119
1,We Found Love,Rihanna,Talk That Talk,"['barbadian pop', 'dance pop', 'pop', 'pop rap', 'urban contemporary']",75,92,0.735,0.6,0.766,127.985,-4.485,0.0383,0.00138,0.108,0.025
2,Call Me Maybe,Carly Rae Jepsen,Kiss,"['canadian pop', 'dance pop', 'electropop', 'pop', 'post-teen pop']",78,75,0.783,0.66,0.58,120.021,-6.548,0.0408,2.28e-06,0.108,0.0114
3,We Are Young (feat. Janelle Mon??e),fun.,Some Nights,"['baroque pop', 'metropopolis', 'modern rock', 'pop rock']",75,72,0.378,0.735,0.638,184.086,-5.576,0.075,7.66e-05,0.0849,0.02
4,Payphone,Maroon 5,Overexposed Track By Track,"['pop', 'pop rock']",82,90,0.743,0.545,0.752,110.015,-4.813,0.0414,0.0,0.287,0.0188
5,The One That Got Away,Katy Perry,Teenage Dream: The Complete Confection,"['dance pop', 'pop', 'post-teen pop']",72,88,0.687,0.864,0.792,133.962,-4.023,0.0353,0.0,0.2,0.000802
6,What Makes You Beautiful,One Direction,Up All Night,"['boy band', 'pop', 'post-teen pop', 'talent show']",82,89,0.726,0.888,0.787,124.99,-2.494,0.0737,0.0,0.0596,0.009
7,Locked out of Heaven,Bruno Mars,Unorthodox Jukebox,"['dance pop', 'pop']",85,92,0.726,0.867,0.698,143.994,-4.165,0.0431,0.0,0.309,0.049
8,Troublemaker (feat. Flo Rida),Olly Murs,Right Place Right Time,"['dance pop', 'neo mellow', 'pop', 'pop dance', 'pop rock', 'post-teen pop', 'talent show', 'tropical house', 'uk pop']",0,71,0.762,0.965,0.863,106.008,-3.689,0.0565,0.0,0.125,0.015
9,Starships,Nicki Minaj,Pink Friday: Roman Reloaded The Re-Up (Explicit Version),"['dance pop', 'hip pop', 'pop', 'pop rap', 'queens hip hop']",75,90,0.747,0.751,0.716,125.008,-2.457,0.075,0.0,0.251,0.135
10,Good Time,Owl City,The Midsummer Station,"['indietronica', 'modern rock', 'pop', 'pop rock']",77,74,0.56,0.682,0.872,126.05,-4.269,0.14,6.98e-06,0.371,0.0239
11,Give Your Heart a Break,Demi Lovato,Unbroken,"['dance pop', 'pop', 'post-teen pop']",71,85,0.651,0.569,0.695,123.008,-3.218,0.0487,0.0,0.144,0.23
12,I Knew You Were Trouble.,Taylor Swift,Red (Deluxe Edition),['pop'],59,98,0.622,0.679,0.469,77.019,-6.798,0.0363,2.25e-06,0.0335,0.00454
13,Die Young,Kesha,Warrior (Expanded Edition),"['dance pop', 'electropop', 'pop', 'post-teen pop']",77,82,0.711,0.801,0.7,128.001,-4.805,0.046,0.000125,0.215,0.00498
14,Live While We're Young,One Direction,Take Me Home: Yearbook Edition,"['boy band', 'pop', 'post-teen pop', 'talent show']",0,89,0.658,0.936,0.837,126.015,-2.063,0.0543,0.0,0.0969,0.0629
15,Part Of Me,Katy Perry,Teenage Dream: The Complete Confection,"['dance pop', 'pop', 'post-teen pop']",73,88,0.678,0.769,0.918,130.028,-4.63,0.0355,0.0,0.0744,0.000417
16,Feel So Close - Radio Edit,Calvin Harris,18 Months,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'pop rap', 'progressive house', 'uk dance']",79,87,0.707,0.919,0.924,127.937,-2.842,0.031,0.00703,0.204,0.000972
17,Boyfriend,Justin Bieber,Believe (Deluxe Edition),"['canadian pop', 'pop']",63,96,0.717,0.331,0.55,96.979,-6.019,0.0519,0.00198,0.126,0.0358
18,We Are Never Ever Getting Back Together,Taylor Swift,Red (Big Machine Radio Release Special),['pop'],74,98,0.628,0.75,0.676,85.984,-5.911,0.0916,2.65e-05,0.121,0.00957
19,Primadonna,MARINA,Electra Heart (Deluxe),"['art pop', 'dance pop', 'electropop', 'metropopolis', 'pop', 'uk alternative pop']",77,79,0.66,0.427,0.689,127.98,-2.671,0.0337,0.0,0.0922,0.0884
20,Stronger (What Doesn't Kill You),Kelly Clarkson,Stronger (Deluxe Version),"['dance pop', 'neo mellow', 'pop', 'post-teen pop', 'talent show', 'urban contemporary']",74,77,0.562,0.684,0.939,116.044,-4.282,0.0475,0.0,0.112,0.046
21,It Will Rain,Bruno Mars,It Will Rain,"['dance pop', 'pop']",73,92,0.576,0.476,0.835,150.017,-6.826,0.0486,0.0,0.082,0.337
22,Everybody Talks,Neon Trees,Picture Show,"['modern alternative rock', 'modern rock', 'pop rock', 'rock']",79,71,0.471,0.725,0.924,154.961,-3.906,0.0586,0.0,0.313,0.00301
23,Want U Back,Cher Lloyd,Sticks & Stones,"['dance pop', 'electropop', 'pop', 'post-teen pop', 'social media pop', 'talent show', 'viral pop']",66,67,0.696,0.573,0.893,97.954,-2.963,0.076,0.0,0.473,0.0662
24,Domino,Jessie J,Who You Are (Platinum Edition),"['dance pop', 'pop', 'pop rap', 'post-teen pop']",74,76,0.758,0.781,0.557,126.986,-4.568,0.034,0.0,0.0418,0.0117
25,Paradise,Coldplay,Mylo Xyloto,"['permanent wave', 'pop']",82,92,0.449,0.212,0.585,139.631,-6.761,0.0268,8.75e-05,0.0833,0.0509
26,Wild Ones (feat. Sia),Flo Rida,Wild Ones,"['dance pop', 'miami hip hop', 'pop', 'pop rap']",76,83,0.608,0.437,0.86,127.075,-5.324,0.0554,0.0,0.262,0.0991
27,One More Night,Maroon 5,Overexposed Track By Track,"['pop', 'pop rock']",73,90,0.716,0.618,0.821,92.997,-3.435,0.0314,0.0,0.0844,0.0558
28,Where Have You Been,Rihanna,Talk That Talk,"['barbadian pop', 'dance pop', 'pop', 'pop rap', 'urban contemporary']",70,92,0.719,0.444,0.847,127.963,-6.34,0.0916,0.0204,0.223,0.00201
29,International Love (feat. Chris Brown),Pitbull,Planet Pit (Deluxe Version),"['dance pop', 'latin', 'miami hip hop', 'pop', 'pop rap']",74,87,0.67,0.648,0.855,120.05,-3.035,0.0499,0.0,0.335,0.0124
30,Drive By,Train,California 37,"['dance pop', 'neo mellow', 'pop', 'pop rock']",76,77,0.765,0.721,0.837,122.028,-3.113,0.032,1.06e-05,0.0801,0.00107
31,Try,P!nk,The Truth About Love,"['dance pop', 'pop']",76,84,0.674,0.552,0.628,103.998,-7.079,0.03,0.0,0.0944,0.00144
32,Girl on Fire,Alicia Keys,Girl on Fire (Remixes) - EP,"['hip pop', 'neo soul', 'pop', 'r&b', 'urban contemporary']",76,83,0.482,0.144,0.706,92.513,-5.762,0.0607,0.00106,0.105,0.135
33,How to Be a Heartbreaker,MARINA,How to Be a Heartbreaker,"['art pop', 'dance pop', 'electropop', 'metropopolis', 'pop', 'uk alternative pop']",50,79,0.69,0.849,0.897,140.05,-4.696,0.0506,0.0,0.108,0.0142
34,Wings,Little Mix,DNA: The Deluxe Edition,"['dance pop', 'girl group', 'pop', 'post-teen pop', 'talent show', 'uk pop']",0,84,0.738,0.538,0.875,114.962,-3.141,0.127,0.000556,0.285,0.000673
35,As Long As You Love Me,Justin Bieber,Believe (Deluxe Edition),"['canadian pop', 'pop']",67,96,0.571,0.613,0.873,139.691,-3.382,0.1,0.0,0.361,0.0811
36,Titanium (feat. Sia),David Guetta,Nothing but the Beat (Ultimate Edition),"['big room', 'dance pop', 'edm', 'pop', 'pop dance', 'pop rap']",79,91,0.604,0.301,0.787,126.062,-3.674,0.103,0.15,0.127,0.0679
37,Candy,Robbie Williams,Take The Crown (Deluxe Edition),"['dance pop', 'dance rock', 'europop']",68,75,0.715,0.879,0.791,116.043,-6.63,0.0414,0.0,0.0694,0.0368
38,Diamonds,Rihanna,Unapologetic (Deluxe),"['barbadian pop', 'dance pop', 'pop', 'pop rap', 'urban contemporary']",74,92,0.564,0.393,0.71,91.972,-4.92,0.0461,0.0,0.109,0.00125
39,Don't You Worry Child - Radio Edit,Swedish House Mafia,Don't You Worry Child,"['edm', 'electro house', 'pop', 'pop dance', 'progressive electro house']",76,81,0.612,0.438,0.84,129.042,-3.145,0.0509,0.0,0.116,0.112
40,Hall of Fame (feat. will.i.am),The Script,#3 Deluxe Version,"['celtic rock', 'dance pop', 'modern rock', 'neo mellow', 'pop', 'pop rock']",78,78,0.421,0.629,0.873,84.786,-4.343,0.0564,0.0,0.123,0.0654
41,Whistle,Flo Rida,Wild Ones,"['dance pop', 'miami hip hop', 'pop', 'pop rap']",77,83,0.747,0.739,0.937,103.976,-5.746,0.0453,0.0,0.29,0.0208
42,Brokenhearted,Karmin,Hello,"['dance pop', 'electropop', 'post-teen pop', 'viral pop']",64,58,0.765,0.886,0.765,120.001,-2.732,0.0585,3.82e-06,0.0527,0.00765
43,Let Me Love You (Until You Learn To Love Yourself),Ne-Yo,R.E.D. (Deluxe Edition),"['dance pop', 'pop', 'r&b', 'urban contemporary']",69,82,0.658,0.248,0.677,124.91,-6.628,0.0393,0.0,0.368,0.248
44,Somebody That I Used To Know,Gotye,Somebody That I Used To Know,['australian pop'],56,72,0.863,0.674,0.527,129.054,-6.896,0.0358,0.000168,0.107,0.607
45,Chasing The Sun,The Wanted,The Wanted (Special Edition),"['boy band', 'dance pop', 'pop', 'pop dance', 'pop rock', 'post-teen pop']",68,71,0.637,0.68,0.732,128.108,-6.209,0.0965,0.0,0.498,0.244
46,Pound The Alarm,Nicki Minaj,Pink Friday ... Roman Reloaded (Deluxe),"['dance pop', 'hip pop', 'pop', 'pop rap', 'queens hip hop']",63,90,0.728,0.591,0.858,125.055,-3.686,0.0609,4.09e-06,0.0241,0.0403
47,Rumour Has It,Adele,21,"['british soul', 'pop', 'pop soul', 'uk pop']",0,90,0.612,0.574,0.748,120.052,-5.014,0.0445,0.0,0.167,0.617
48,Little Things,One Direction,Take Me Home: Yearbook Edition,"['boy band', 'pop', 'post-teen pop', 'talent show']",1,89,0.707,0.556,0.222,110.095,-11.716,0.0329,0.0,0.205,0.788
49,"Gone, Gone, Gone",Phillip Phillips,The World From The Side Of The Moon,"['folk-pop', 'modern rock', 'neo mellow', 'pop rock']",68,67,0.664,0.501,0.642,118.002,-5.961,0.038,0.0,0.114,0.129
50,I Love It,Icona Pop,Icona Pop,"['candy pop', 'dance pop', 'edm', 'electropop', 'metropopolis', 'pop', 'pop dance', 'swedish electropop', 'swedish synthpop']",51,71,0.71,0.86,0.901,125.953,-2.686,0.0296,1.34e-05,0.172,0.00828
51,Latch,Disclosure,Settle (Special Edition),"['edm', 'house', 'pop', 'uk dance']",74,78,0.503,0.521,0.727,121.985,-5.456,0.167,9.45e-05,0.0895,0.0159
52,She Doesn't Mind,Sean Paul,Tomahawk Technique,"['dance pop', 'dancehall', 'pop', 'pop rap']",70,85,0.718,0.622,0.776,120.015,-5.208,0.0693,5.3e-06,0.207,0.000624
